Query,Role,Table Sensitivity,Average Data Size,Frequency Score
1,0.5,1.4,0.9832544223906599,5.8528420353979085
1,0.5,3.0999999999999996,0.9251269588478326,5.759873735155543
1,0.8,1.6,0.17212006817813733,0.748089963769628
1,1.0,2.2,0.46586932185105,5.325630673217604
1,0.5,1.6,0.907649063983505,2.988544021310822
1,0.5,3.1,0.4028017506133998,3.1848812787293785
1,0.5,1.7,0.8675775120759778,0.04174079461274772
1,0.8,1.6,0.3464613918914283,3.1491979513868467
1,0.5,1.7,0.041273150395218935,5.9963500627601425
1,0.6,1.4,0.7721682416453829,4.03412701450704
1,0.5,1.7,0.9091403208493024,0.9708096790800033
1,0.7,1.7,0.7508158941746215,0.9951409941651187
1,0.5,1.4,0.7461114949251211,5.46166247141116
1,0.7,1.4,0.6039872057327766,0.07520737183447548
1,0.8,3.0999999999999996,0.018211379072909803,1.5641615331129803
1,1.0,2.6999999999999997,0.45469093458089777,5.520909220516165
1,0.6,1.6,0.946338168613911,4.564892758965045
1,0.5,3.1,0.3887040911074392,2.4371036483032897
1,0.5,1.7,0.736205685899279,2.4527069474868286
1,0.6,3.0999999999999996,0.8318828226128935,6.128595806759181
1,1.0,1.4,0.47397348983304033,2.7091373020472727
1,0.6,1.6,0.6095734317076971,0.8974079943779594
1,0.7,1.7,0.32676932979187867,5.299735569760648
1,0.8,1.7,0.38134165078208654,0.9271879361977792
1,0.6,1.4,0.07994285414259418,6.9079449303870755
1,0.5,1.4,0.48891491907263673,0.14040438693706203
1,0.5,3.0999999999999996,0.703347825269247,3.8638135399327016
1,0.5,3.1,0.3699838022016444,0.5127003203907705
1,1.0,1.6,0.5968539106425247,3.5157995587606563
1,0.6,1.6,0.4504610609638816,2.244858094827698
1,0.7,1.3,0.9687995881471518,4.176154529588756
1,0.7,1.7000000000000002,0.7996440462143627,2.348098193867317
1,0.7,1.6,0.36121764672705325,3.543716738076507
1,0.5,1.4,0.5723011964336778,1.9014056356507982
1,0.7,1.7000000000000002,0.30361858044346657,5.196572212334061
1,1.0,1.4,0.6505191633311346,2.4558909573940273
1,0.5,1.4,0.8484978609675935,6.706455745341749
1,0.5,1.4,0.2372509239270098,5.274170070623994
1,1.0,2.2,0.7336366576809152,0.0010191964920576672
1,1.0,2.2,0.4117007212851908,0.06950899421955274
1,0.7,3.1,0.7182237780776244,2.182529903096226
1,1.0,1.4,0.9251555090469179,0.0963813606389425
1,0.7,3.1,0.9462993580738762,1.8767593822664754
1,0.6,1.7,0.02274410425453087,6.973872541421248
1,0.5,1.4,0.5712414327934113,5.720871400294016
1,0.7,3.0999999999999996,0.6072355520993943,4.924410362683386
1,0.5,1.6,0.6806790311905835,2.9442704516947886
1,0.8,1.3,0.6129380175437286,4.477756054528231
1,0.5,1.4,0.9040575491356647,2.2126050893279365
1,0.7,1.3,0.4569067062873103,0.7788420995103014
1,1.0,1.4,0.6883941965843936,3.6075294644168445
1,0.7,1.7000000000000002,0.9851408838837326,2.6140148267349623
1,1.0,1.4,0.057295114853856625,0.6368627043205689
1,1.0,1.7,0.5462539091485175,0.05413511794673801
1,1.0,1.6,0.7779668438407725,2.1552402355660303
1,0.5,1.7,0.3173475131632055,4.725994411898999
1,0.5,1.6,0.10551177691925433,5.656238394038377
1,0.7,1.3,0.5208571283670779,0.33743874945857
1,0.5,1.4,0.7909418206661919,1.5735957541081584
1,0.5,3.1,0.9797791900635028,5.460047824760369
1,0.7,1.3,0.22850634953249047,0.5556682149684136
1,1.0,1.4,0.39438379748604574,0.3430989107683412
1,1.0,1.4,0.43358723820535333,4.611006353758576
1,0.7,1.4,0.22061332413808427,2.067158077298809
1,0.8,1.9,0.24767682966276736,1.9652279022969485
1,1.0,2.2,0.24737267576204455,2.240932840711425
1,1.0,1.4,0.039858139757296,4.071209094188353
1,0.5,1.7,0.3599394215407669,0.8304234598159844
1,1.0,1.4,0.9063409874665111,2.7362985994906417
1,1.0,1.7,0.7250716845671187,3.1615449501627757
1,0.5,1.6,0.2383095958411805,4.2664348875941425
1,0.5,1.4,0.6098071983933394,4.5148418383799465
1,1.0,2.2,0.7895529433368982,6.887884576501174
1,1.0,2.2,0.01590674103085385,5.8291114181730626
1,0.5,1.4,0.24049918928977726,4.61042299053279
1,1.0,2.7,0.9301597117501597,4.21181900602773
1,0.6,1.6,0.3682043438695084,4.344471200608521
1,1.0,2.2,0.9875015635951423,1.6151227094965084
1,0.5,3.0999999999999996,0.3347911364324135,1.5474841897048692
1,1.0,1.4,0.41311312757285473,5.206142455340286
1,0.8,1.3,0.05028219196286404,5.120154423930686
1,1.0,2.2,0.32294233039288284,6.424746417239677
1,0.5,1.6,0.8458393593182661,2.443088712145851
1,0.6,1.7,0.507261615471062,5.849989663626564
1,0.6,1.7,0.5829697392033979,6.440560072431069
1,1.0,2.7,0.011503706262725783,2.654479779680641
1,0.6,1.4,0.37045351713999203,5.768057713036181
1,1.0,1.7,0.477238273698571,3.1578455578056137
1,0.8,1.7,0.6987157956427017,5.292965215790654
1,0.5,1.6,0.43492987364954655,3.553146134106119
1,0.6,3.1,0.4898964360365305,4.916504717638739
1,0.5,1.4,0.8263962380272688,2.3063852781869727
1,0.7,1.3,0.2408693371684052,6.950958676319435
1,0.6,1.7,0.7215569132352423,5.168110794274147
1,1.0,2.7,0.17736147758668563,4.4152704538339345
1,0.6,3.1,0.746538132407985,4.0157747764888
1,1.0,2.2,0.6069309887703764,4.65255234967504
1,0.5,1.6,0.2919326523586099,0.845343777330824
1,0.8,1.6,0.8593882676755146,4.492803005172694
1,0.8,1.9,0.913568182758675,4.981429903132882
1,0.7,1.6,0.2757175934647785,6.577254929081285
1,0.8,1.9,0.9084283754110185,3.4180514254951455
1,1.0,2.2,0.4039365212694998,2.1718338215042032
1,0.8,1.3,0.29149744044505277,1.3717627329485607
1,1.0,1.6,0.7180154322340838,1.1627663525040368
1,0.6,1.4,0.016457752916998213,1.5578779295923608
1,0.8,1.9,0.3631802750790629,4.504972325858062
1,1.0,2.7,0.19914880351876213,6.006544433388234
1,1.0,1.6,0.26597313813486906,3.9232734929046695
1,0.8,1.7,0.40651443054822134,0.3663937980960316
1,0.5,3.0999999999999996,0.5989605955497359,3.4695886746401845
1,0.6,1.4,0.8946927751438334,5.4355590426999445
1,1.0,2.2,0.5083781039783458,2.2325840106627255
1,0.7,1.9,0.054683002284049646,0.9246629183236809
1,1.0,1.7,0.36406131375747225,2.3911021474503054
1,1.0,1.7,0.8441500287297297,1.4237199387723327
1,0.7,1.4,0.38381612595433706,0.12589778677431854
1,0.8,1.9,0.15114282014425368,4.156860735470679
1,0.6,1.4,0.3104240629034871,4.8042617230437825
1,0.8,1.7000000000000002,0.9506809313029376,0.8158749470381419
1,0.6,1.6,0.7968870542991401,4.214661959352543
1,1.0,2.6999999999999997,0.46589229404995647,2.9678198265225846
1,0.6,1.4,0.5911628680815196,5.117053396842289
1,1.0,1.6,0.8157678374247225,0.5852577149063491
1,0.6,1.6,0.46770197062974006,1.7271516168213221
1,0.7,3.1,0.4461523607321301,6.452554463111489
1,1.0,1.6,0.5371164378561677,0.9411898713222319
1,1.0,1.7,0.3268712642782849,3.9362153313961366
1,0.7,1.7000000000000002,0.24407736766246327,1.8382776035559105
1,1.0,2.2,0.06844615642086435,2.122858113874296
1,0.8,1.6,0.25729932609984607,3.3216438628599545
1,0.5,3.0999999999999996,0.6759054860244509,0.8800616902819018
1,0.8,1.3,0.1838144547996773,4.216262197696162
1,1.0,2.7,0.45534704139028365,4.599780923761158
1,1.0,2.7,0.13294437595901748,1.3865856228316322
1,1.0,1.4,0.5289813869250962,0.03243895898103569
1,0.8,3.0999999999999996,0.5813526996329025,3.5825320915404055
1,0.8,1.7000000000000002,0.3751679859312778,1.2400066978899884
1,0.7,1.7000000000000002,0.07900600879058221,6.9583804302984475
1,0.7,1.6,0.1657157703431826,1.5356317659203034
1,0.8,1.9,0.48220416707205177,3.476127580609698
1,0.8,1.7000000000000002,0.24215405843150087,2.646941928286131
1,0.8,1.7000000000000002,0.8718209286232479,1.512747130551219
1,0.7,3.0999999999999996,0.7935869541395694,3.7210753069741083
1,0.5,1.4,0.7390797360633948,6.582682635298743
1,0.6,1.7,0.739425183748549,2.7744351580656903
1,0.7,1.9,0.9829716270380983,0.46378817423081786
1,0.7,1.6,0.055721736498256194,5.603396603029448
1,1.0,2.2,0.19325887767328204,6.077633275096241
1,0.8,1.6,0.6902122250263473,1.969249351220901
1,0.8,1.3,0.5443582991909155,6.59275597216706
1,0.7,3.1,0.6275795245935716,0.1490250179466608
1,1.0,2.2,0.3735457880421765,0.05258833923941008
1,0.6,1.4,0.8785598704062634,6.093040193271175
1,1.0,1.4,0.6312058447749238,3.625399234865857
1,0.6,1.4,0.19296803451685812,1.452883347408981
1,0.7,1.7000000000000002,0.4303649341598112,6.186004180417441
1,1.0,2.7,0.3350337491373028,3.7613201779625904
1,0.6,1.7,0.4048405029350076,1.9575584821918515
1,1.0,2.2,0.06888072358946538,6.225636360568402
1,0.7,1.9,0.1850846306749217,5.574057732464519
1,1.0,1.7,0.5773797307255988,6.012605748782615
1,0.6,1.4,0.06713569516835446,5.027027599294426
1,0.7,1.9,0.011630653810249377,4.430074019382638
1,0.8,1.7,0.5072342859308533,4.3627765493415165
1,0.8,1.6,0.7215750451228307,1.9995041596733976
1,0.5,1.6,0.2751885909293267,6.120694326808763
1,0.5,3.1,0.9543714283580547,5.054670659641182
1,0.7,1.4,0.9463837201981444,4.392213865501749
1,1.0,1.6,0.2661264895957407,3.1951008770331333
1,0.8,3.0999999999999996,0.23564739466215787,4.547452838800163
1,0.5,1.7,0.22885266967400006,2.185525186395094
1,1.0,1.6,0.14152145968788743,3.720575145451256
1,0.5,1.6,0.33795798962285234,6.62616397221089
1,0.5,1.4,0.46848904900140637,3.0823628169386863
1,0.8,1.4,0.5973938480766112,5.491495094193888
1,0.6,3.1,0.7281343994829034,2.6204063742258046
1,0.6,1.4,0.8523259405434347,2.8627904830555533
1,0.5,1.4,0.8206521990387692,3.0040242301908395
1,0.6,1.7,0.7360456562743606,3.5258534158376813
1,0.8,1.7,0.7091579126844098,4.8194866979918425
1,1.0,1.7,0.6454289988557389,1.5920091393993638
1,0.7,1.3,0.3018444266700805,4.1045447288836705
1,0.8,1.7,0.06479815453315829,5.9090031130710665
1,0.5,3.0999999999999996,0.7307647429930043,6.9706867657319
1,0.6,1.4,0.04917204533754211,3.9691321902056527
1,0.6,3.1,0.8718168354017969,2.1042619954833857
1,0.6,3.0999999999999996,0.11095521492779106,5.4493355473100555
1,0.6,3.0999999999999996,0.7442224755186322,4.521134912687353
1,0.5,1.7,0.56497401731142,4.07651443021435
1,1.0,2.2,0.08951097317823346,2.4373139382027493
1,0.7,1.7000000000000002,0.11264893410969568,5.439682436728473
1,0.7,3.1,0.6048964849361983,5.737225046178756
1,0.8,1.4,0.3919068609458918,3.78638246012497
1,1.0,1.6,0.7136312188412074,1.603377053793735
1,1.0,2.2,0.7502528624054823,2.1204786435011793
1,0.8,3.0999999999999996,0.5327375907039675,6.417469790069813
1,0.8,1.7000000000000002,0.2931942599400713,2.874997313407288
1,0.6,1.7,0.3728358807005154,5.631112119598682
1,1.0,1.6,0.6222391122069754,3.0711470910302174
1,1.0,1.6,0.41626623572851856,5.072952140350541
1,0.7,1.3,0.034157515750143204,2.040717700378253
1,1.0,2.2,0.933225089930394,6.818145817768284
1,0.7,1.4,0.08540830092377144,2.789112259517626
1,0.6,1.7,0.782958341126033,2.877039519919133
1,0.8,1.6,0.07973317731764823,3.3272162243410763
1,0.5,1.4,0.38321113414421004,1.6787934612640472
1,0.6,1.4,0.13350906268585197,2.841957006302331
1,1.0,1.4,0.050834064448881194,6.402488673127598
1,0.5,3.1,0.034439045796613714,6.157138205533319
1,0.5,1.6,0.16304100732761456,4.111449827626761
1,1.0,1.4,0.8731518198375637,6.47092230277247
1,1.0,2.2,0.3610255617807458,2.0297270847461326
1,0.6,1.6,0.04548244562244729,3.5464410714653094
1,0.7,1.4,0.18918080108946028,5.59377898442794
1,1.0,1.6,0.8489830634042953,2.7476050093576703
1,0.6,3.1,0.8210687265839874,5.6017887013180685
1,0.6,1.4,0.5983295846762555,0.8516611943997315
1,1.0,1.6,0.3523798199382501,2.7611916877889273
1,0.7,1.9,0.6195199051019941,6.376890008927125
1,1.0,2.7,0.9144851046663851,1.131252228783899
1,0.8,1.7,0.3755145198341302,5.649042228660991
1,0.7,1.6,0.707353357191186,0.6129463196362127
1,0.6,1.6,0.4371497767344685,3.254431823750981
1,0.6,1.4,0.7901015976853565,1.8410317019124778
1,0.8,1.3,0.5949173526192724,1.6080901085807484
1,0.8,1.7,0.5709584795446455,6.948550675208882
1,0.8,1.9,0.26493449480476494,3.0923042295531196
1,0.6,1.7,0.9014359612037259,2.8826707693098212
1,1.0,1.4,0.9820301136189533,4.435100697204546
1,0.6,1.6,0.8397423764144663,0.09284426995998343
1,1.0,1.6,0.703447164709867,3.540388186287681
1,0.7,3.1,0.4817530180748345,4.387487553559879
1,0.6,1.6,0.2349264704888225,4.013013759615758
1,0.5,1.6,0.8527150318689609,2.0862100860132116
1,0.7,1.3,0.5333499818910139,3.516529771334988
1,0.5,1.6,0.740928507517685,2.432253250154526
1,0.5,1.4,0.8418048461119839,2.2100944668136546
1,1.0,2.2,0.06632058032729646,2.2160955161637177
1,0.7,1.6,0.20815950494775382,1.538081795244906
1,0.7,1.3,0.09740104583734693,4.9569915012380035
1,1.0,2.2,0.09524011998834644,5.043977405976806
1,0.5,3.1,0.3421827477180907,6.579835306483863
1,0.5,1.4,0.6952321055635677,2.5582945122306358
1,0.7,1.7000000000000002,0.13339067766312557,4.543871683538824
1,0.5,1.4,0.7511627342833657,3.3292557723512797
1,0.8,1.7,0.6554668002896135,1.3598639353986919
1,0.8,1.9,0.6339267332235781,1.6342321065558847
1,1.0,2.2,0.742969662092124,0.17820968859379413
1,0.5,1.4,0.39195004368950953,2.6391262374104687
1,0.7,1.9,0.1748420964674195,0.7512894757288202
1,0.8,1.7,0.2890583862646878,5.0081063638964975
1,0.8,1.3,0.6506332527022188,1.9776675785776083
1,0.8,1.7000000000000002,0.19293478510852738,1.9358453245577139
1,0.7,1.9,0.7014718349443061,0.21593858947039318
1,1.0,1.6,0.7889228464909658,0.8933239519446251
1,0.8,1.4,0.20610015863475417,3.432217141826911
1,0.6,1.4,0.4414468393258415,1.4046757670103094
1,0.6,1.6,0.442827336458586,2.5270274300685567
1,0.6,1.4,0.6145388962052251,3.4556591490947657
1,0.7,1.4,0.507700754753423,0.8521789828119031
1,0.5,1.7,0.44995379523634504,5.966263560503505
1,0.5,1.7,0.021998046378740255,2.9058537228128993
1,0.5,3.0999999999999996,0.14022553410583824,1.205122993762794
1,0.8,3.1,0.6941005970072688,4.307883389050941
1,1.0,2.6999999999999997,0.31660833607545524,1.071053575158512
1,1.0,1.6,0.3548479153865585,3.554402626470724
1,0.6,3.1,0.9120152375329178,3.6730697980708635
1,0.6,1.7,0.5967542291923511,4.94038900569128
1,0.7,1.9,0.6568027966159916,5.305541772015635
1,0.8,1.6,0.09187988509927641,4.0761095411444135
1,0.8,1.3,0.23947023831391487,5.1631581338469505
1,0.8,1.6,0.14090394851304433,0.35321965428798285
1,0.5,1.6,0.39697135219377266,2.250537837806575
1,1.0,2.7,0.480198916112709,4.178824887967967
1,0.6,3.1,0.8641526232793111,6.016880495164208
1,1.0,2.2,0.5175421330382891,0.346215508122376
1,0.6,1.6,0.4551532810655849,1.4147901877789797
1,0.8,1.7000000000000002,0.13707219229966555,4.865056752860879
1,0.5,1.6,0.9011858222600704,0.6749433683355741
1,0.5,1.7,0.2714195679246368,5.203086787955321
1,0.5,1.4,0.14891703125242545,5.367551067580427
1,0.8,1.3,0.5322684026176493,0.5519751473961817
1,0.5,1.6,0.7201804531097082,5.405665650001951
1,0.5,1.6,0.41702008508811345,5.158292384526246
1,0.6,3.1,0.2507167725235386,5.956636796300607
1,1.0,2.2,0.4958839682404014,5.140676696643314
1,0.5,3.0999999999999996,0.8786385463734546,5.490901340109516
1,0.8,1.9,0.7015899633950259,5.6101417277554795
1,1.0,1.6,0.10609798875297824,3.5176481353564033
1,0.7,1.7,0.407855494185914,5.60579974342249
1,0.5,1.6,0.39314023912289553,3.76579174306314
1,0.7,1.7,0.15069023780587973,4.643951022856996
1,0.8,1.9,0.5425844405598902,5.21272142101334
1,0.5,1.6,0.3562359703132432,5.672183097041759
1,0.8,1.9,0.9842160056028549,1.804091095843303
1,0.6,1.4,0.08613150104247927,2.0870134548673485
1,0.8,3.0999999999999996,0.09316099903973833,6.826834040707532
1,0.7,1.7,0.16108028597184948,0.14747111169002466
1,0.8,1.3,0.5808450981345302,1.007295744267175
1,0.6,1.7,0.11371406548760345,2.711331050576347
1,0.7,3.0999999999999996,0.9605492580988488,3.0261309455129877
1,0.8,1.9,0.7446920668655581,4.171709423179392
1,1.0,1.7,0.844635175434041,3.256084071191917
1,0.7,1.6,0.2829680942098121,0.9816645269763266
1,0.8,1.3,0.05678021217730645,0.8752786188978185
1,0.5,1.4,0.22035465299410328,1.124377709327334
1,0.8,1.4,0.11478182413569381,4.220888225450631
1,0.7,1.6,0.8447943397663492,5.759564810341436
1,0.6,3.0999999999999996,0.11998811673727133,3.91432369465178
1,1.0,1.6,0.27461656533216044,6.447302109949092
1,0.6,3.1,0.6365834605798097,2.5233542820745747
1,0.7,1.3,0.26498169204569655,1.2222528445185026
1,1.0,1.6,0.02620069287646834,6.6927995502096636
1,1.0,2.2,0.5712329251287228,2.5054563802470264
1,0.7,1.9,0.6855377587200333,2.9330393807826645
1,0.6,3.1,0.7792954994480993,5.124913992142972
1,0.6,1.6,0.46985512184195266,5.65354384559591
1,0.7,1.6,0.5195242850721322,1.779501237088771
1,0.6,1.4,0.8041227440927473,6.314827850411538
1,0.5,1.7,0.23583056883678818,2.423977018517464
1,0.6,1.6,0.8928845365398745,0.19977464212856494
1,0.5,1.7,0.37568380773772986,6.816579691839633
1,0.8,1.6,0.30517738082121476,6.379669929228708
1,0.6,1.7,0.35148877101539977,0.6754845670484999
1,1.0,1.7,0.6173662383328139,3.273394672598661
1,0.7,1.7000000000000002,0.431781267768132,3.8883764500759814
1,0.6,1.4,0.6514754550136514,5.856477387809145
1,0.6,1.4,0.10776729883653884,0.6186013939504227
1,1.0,2.6999999999999997,0.2158094982914406,4.296980644076661
1,0.8,1.4,0.02042777133751356,0.9729908942427384
1,1.0,1.7,0.24413795804717262,2.192340559543298
1,0.6,1.6,0.35453691437386997,6.4706130425032855
1,1.0,2.7,0.9327986504045932,3.174927193262468
1,0.8,1.7,0.528621740747903,3.193487683143244
1,0.7,1.9,0.06040231753305599,3.9843216010373967
1,1.0,2.2,0.5884607099411897,6.188276156493896
1,1.0,2.7,0.4931188133737326,0.5694051525018139
1,0.5,1.4,0.652827390798512,6.818683065734319
1,0.7,1.7,0.7604550255524358,1.5599313673875321
1,0.8,1.9,0.9836873501418396,4.4974497548985894
1,0.6,1.4,0.04110895024592394,5.313888023537882
1,1.0,2.2,0.9656513909645043,3.5504152456736118
1,0.5,1.4,0.36872130412995363,4.667338607867342
1,0.5,1.4,0.4321927602569071,3.8738560152013806
1,0.8,1.6,0.8820741376504598,4.460845541619471
1,0.6,1.7,0.25160266732773884,6.160128776009776
1,1.0,1.4,0.5886601188508356,2.9095220729937523
1,0.7,1.4,0.6043865893197577,1.80924906700962
1,0.7,1.7000000000000002,0.7875153818263438,3.6983457114368816
1,0.8,1.7,0.7763055498808581,3.5098518823240004
1,0.5,1.7,0.42574514863091906,4.655677214040532
1,1.0,1.4,0.5866209783037164,5.6356835005482235
1,1.0,1.6,0.7948307225733552,1.8254077754818978
1,0.6,1.6,0.49393899573739636,5.15215548297276
1,1.0,1.6,0.49359175585255527,0.6712732362072465
1,0.7,1.7,0.6433518163143975,6.6012534058034475
1,1.0,1.7,0.6351701409313973,2.3779806289632752
1,0.8,1.6,0.7733722971882188,1.7175918262850247
1,0.8,3.0999999999999996,0.7935855471247809,6.556310329733844
1,0.5,1.4,0.13405440307547056,4.5949106090424845
1,0.5,3.0999999999999996,0.7073687634192898,6.043603072584337
1,0.5,3.1,0.5844141489244986,3.919376618580115
1,0.8,1.3,0.848918211388985,4.659089659890806
1,1.0,1.6,0.2684724388407672,3.501667958871401
1,0.6,3.0999999999999996,0.7516345456764897,1.378501758751728
1,0.5,3.0999999999999996,0.6959226077906455,3.782225365573231
1,1.0,1.7,0.02527536427295868,3.0233950346236607
1,0.6,1.4,0.034183806220790466,5.520927375090395
1,0.7,1.4,0.01500685769071517,0.26081954506212357
1,0.6,1.7,0.8475108411140443,0.43552500202088484
1,0.7,1.3,0.38197658354434394,6.5630435088574535
1,1.0,2.2,0.747896710131728,0.9399250791398691
1,0.7,1.6,0.6303590437735099,1.4197946052200614
1,0.6,3.1,0.2393645526916836,3.3405323302863654
1,0.7,1.6,0.416435426488981,6.984135214177364
1,1.0,2.2,0.5922087378916107,5.769486372566865
1,1.0,2.2,0.5120713108731487,3.6538450743235447
1,1.0,2.2,0.46349469735925886,1.900239612019688
1,1.0,1.7,0.5350062327967557,4.98726629735351
1,1.0,1.4,0.1731608247568096,0.6817180770962125
1,0.7,1.9,0.49797223887466585,6.715823735380103
1,1.0,2.2,0.5104538066874891,4.095284282428853
1,1.0,1.4,0.012254234706912606,6.914710892576853
1,0.8,1.3,0.5777423057574715,4.559111795623468
1,1.0,1.4,0.8422116915823967,0.6914114577597875
1,1.0,2.2,0.39915785806696114,1.2621970264561595
1,0.6,3.1,0.09549294432663946,6.881359643272985
1,0.6,3.1,0.5294356261856985,3.1307921214552197
1,1.0,2.2,0.5431302164408941,0.7322378394045824
1,0.8,1.6,0.8039521479651551,2.6203323445232747
1,0.7,1.9,0.13549588540629023,4.970474993591733
1,0.6,1.6,0.5508143120750985,2.8127374011486506
1,0.8,1.7,0.6301781540611009,2.738276216206563
1,0.5,1.7,0.6620835752534997,1.5040165628055597
1,1.0,2.2,0.2919067156346915,6.756774678600916
1,0.8,1.4,0.9176194084344002,6.836983679551587
1,0.8,1.9,0.0390098423432016,3.866142868586333
1,0.7,1.6,0.16561596761073524,4.535821705050604
1,0.8,1.3,0.024853030511866363,2.29248125935724
1,0.5,3.1,0.39126316335503936,2.315780216719103
1,1.0,1.7,0.8406370226832022,4.639972065801782
1,0.8,1.3,0.8898120426210493,5.196431851876045
1,0.8,1.7000000000000002,0.47063776531414087,1.5253880579256558
1,0.5,3.0999999999999996,0.1914162077654819,6.271847541850939
1,0.8,1.3,0.9880170168638172,0.9552471398345226
1,1.0,2.2,0.3439940951917062,4.34581962299835
1,1.0,1.4,0.654015304120701,1.0896969939813577
1,0.8,1.4,0.5655037291347873,5.336814142409714
1,0.6,1.7,0.47895331074380365,6.2794072296218
1,0.8,1.6,0.41647331224350936,3.617252604678802
1,0.6,3.0999999999999996,0.01120167408778598,5.41660480598863
1,0.6,3.1,0.7986335550767746,5.181374816813174
1,0.8,3.0999999999999996,0.21444165428888368,2.527533289215133
1,0.7,1.4,0.4839842211520247,4.909417770184806
1,0.6,1.4,0.17563656556289972,1.6876864022202471
1,0.8,3.1,0.40419867028486284,3.92023934761299
1,0.5,1.7,0.21455977533810908,6.797975071366337
1,0.5,1.7,0.5540583456365079,1.1161593707995525
1,0.6,1.6,0.8176629805499191,4.743153917961474
1,0.6,1.4,0.6120057204212004,0.763428943860871
1,0.7,1.6,0.5091918364110951,0.4945997792910202
1,0.7,3.0999999999999996,0.9174100503937501,6.120825283060729
1,0.7,1.7,0.7798573187746852,5.090396708863938
1,0.5,1.7,0.7462048344270015,1.1219397766605237
1,0.8,1.4,0.09954776168114254,6.769535667846249
1,0.7,1.7000000000000002,0.8093161130024847,5.711829758980575
1,0.6,1.4,0.490364060890722,0.5249614518979991
1,0.5,1.4,0.505654227243095,5.782859832796217
1,0.6,1.6,0.8832804106746343,3.2256186821479247
1,0.8,1.7,0.6177793426508957,5.789291142078531
1,1.0,2.2,0.03877210386640235,2.0677193585741644
1,0.5,1.7,0.5983394237041159,5.928979727946074
1,0.8,1.4,0.20277650806991795,0.6938565215111937
1,0.7,1.6,0.7990077143972014,1.9122091228291083
1,0.6,1.6,0.40274932784496414,6.2314527524691155
1,1.0,1.7,0.6251503262004918,4.876205178441257
1,0.5,1.4,0.47955212643572226,1.2734156340480844
1,0.5,3.0999999999999996,0.4910220407713542,3.5850200346013676
1,1.0,2.7,0.47846442126085614,3.22079320937523
1,1.0,1.4,0.237669798216211,3.8554205562708996
1,0.8,1.4,0.6654993275141261,1.4379878742193877
1,0.8,1.4,0.7719073071525083,3.3183233901096045
1,0.6,1.7,0.7583901972462208,1.3361705799389376
1,0.6,1.7,0.13451315848298792,3.329408832418188
1,0.7,1.9,0.6751200236671868,1.8238208768815458
1,0.6,1.4,0.10947830599609476,2.2654597683613384
1,1.0,1.4,0.07990597773343905,3.6664007274631274
